raw_content,pairings,id,updated,link,tags,title
"I need 35 different themed iMessage Sticker Packs to publish to my Apple Developer account. I will provide the theme categories while discussing terms but the overall idea is that the designs MUST be cute and appealing to women all over the world (mainly the eastern hemisphere) and high quality. For reference, please look at the emoticon packs that Kakaotalk has made (search up: Kakaotalk emoticons on google).<br />
Bonus will be given if this job is completed within four days of starting but the Maximum time allotted is 7 days.<br /><br /><b>Budget</b>: $1,200
<br /><b>Posted On</b>: May 18, 2023 04:22 UTC<br /><b>Category</b>: Cartoons &amp; Comics<br /><b>Skills</b>:Graphic Design,     Game Design,     Digital Illustration,     Drawing,     Vector Art,     Realistic Portrait,     Hand-Drawn Style,     Stickers &amp; Emojis,     Digital Art,     2D Illustration,     2D Design,     2D Game Art,     NFT Art,     NFT Character,     NFT Graphic    
<br /><b>Country</b>: United States
<br /><a href=""https://www.upwork.com/jobs/iMessage-Sticker-Packs_%7E01d242b22be1626e53?source=rss"">click to apply</a>","Budget--: $1,200--Posted On--: May 18, 2023 04:22 UTC--Category--: Cartoons & Comics--Skills--:Graphic Design,     Game Design,     Digital Illustration,     Drawing,     Vector Art,     Realistic Portrait,     Hand-Drawn Style,     Stickers & Emojis,     Digital Art,     2D Illustration,     2D Design,     2D Game Art,     NFT Art,     NFT Character,     NFT Graphic--Country--: United States-click to apply",https://www.upwork.com/jobs/iMessage-Sticker-Packs_~01d242b22be1626e53?source=rss,2023-05-18T04:22:29+00:00,https://www.upwork.com/jobs/iMessage-Sticker-Packs_%7E01d242b22be1626e53?source=rss,"None-I need 35 different themed iMessage Sticker Packs to publish to my Apple Developer account. I will provide the theme categories while discussing terms but the overall idea is that the designs MUST be cute and appealing to women all over the world (mainly the eastern hemisphere) and high quality. For reference, please look at the emoticon packs that Kakaotalk has made (search up: Kakaotalk emoticons on google).-br-Bonus will be given if this job is completed within four days of starting but the Maximum time allotted is 7 days.-b-Budget-b-: $1,200-b-Posted On-b-: May 18, 2023 04:22 UTC-b-Category-b-: Cartoons & Comics-b-Skills-b-:Graphic Design,     Game Design,     Digital Illustration,     Drawing,     Vector Art,     Realistic Portrait,     Hand-Drawn Style,     Stickers & Emojis,     Digital Art,     2D Illustration,     2D Design,     2D Game Art,     NFT Art,     NFT Character,     NFT Graphic-b-Country-b-: United States-a-click to apply",35 iMessage Sticker Packs - Upwork
"** skilled and experienced 3D photorealistic modeling rendering expert <br /><br />
create 100 high-quality product images <br />
For various products, different materials and different designs, we will share the exact product after hiring <br /><br />
Hyper-realistic and visually stunning product final images <br /><br /><br />
Responsibilities:<br /><br />
- Create 4 Ultra-realistic 3D photorealistic product images that showcases the features and benefits of our phone accessories products<br />
- Work closely with our product development team to understand the design and functionality of our products<br />
- Use industry-standard 3D rendering software to develop detailed product models and visualizations<br />
- Produce realistic lighting, textures, and animations to bring the product 3D models to life<br />
- Continuously refine and improve the quality of the product images through feedback and iteration<br />
-&nbsp;&nbsp;Provide us with a fixed rate for the entire project, rather than an hourly rate<br /><br /><br />
If you are passionate about creating stunning 3D photorealistic product images and want to work with a dynamic team in a fast-growing industry, we look forward to hearing from you!<br /><br />
Long-term contract will be considered if the images quality is excellent. <br /><br /><b>Budget</b>: $100
<br /><b>Posted On</b>: May 18, 2023 04:07 UTC<br /><b>Category</b>: 3D Modeling &amp; Rendering<br /><b>Skills</b>:3D Rendering,     3D Design,     3D Modeling,     Autodesk Maya,     3D Product Rendering,     Autodesk 3ds Max,     Photorealistic Rendering,     Adobe Photoshop    
<br /><b>Country</b>: Hong Kong
<br /><a href=""https://www.upwork.com/jobs/Photorealistic-Modeling-Rendering-Expert_%7E01190ca50e2e0d69a3?source=rss"">click to apply</a>","Budget--: $100--Posted On--: May 18, 2023 04:07 UTC--Category--: 3D Modeling & Rendering--Skills--:3D Rendering,     3D Design,     3D Modeling,     Autodesk Maya,     3D Product Rendering,     Autodesk 3ds Max,     Photorealistic Rendering,     Adobe Photoshop--Country--: Hong Kong-click to apply",https://www.upwork.com/jobs/Photorealistic-Modeling-Rendering-Expert_~01190ca50e2e0d69a3?source=rss,2023-05-18T04:07:08+00:00,https://www.upwork.com/jobs/Photorealistic-Modeling-Rendering-Expert_%7E01190ca50e2e0d69a3?source=rss,"None-** skilled and experienced 3D photorealistic modeling rendering expert-br-create 100 high-quality product images-br-For various products, different materials and different designs, we will share the exact product after hiring-br-Hyper-realistic and visually stunning product final images-br-Responsibilities:-br-- Create 4 Ultra-realistic 3D photorealistic product images that showcases the features and benefits of our phone accessories products-br-- Work closely with our product development team to understand the design and functionality of our products-br-- Use industry-standard 3D rendering software to develop detailed product models and visualizations-br-- Produce realistic lighting, textures, and animations to bring the product 3D models to life-br-- Continuously refine and improve the quality of the product images through feedback and iteration-br--  Provide us with a fixed rate for the entire project, rather than an hourly rate-br-If you are passionate about creating stunning 3D photorealistic product images and want to work with a dynamic team in a fast-growing industry, we look forward to hearing from you!-br-Long-term contract will be considered if the images quality is excellent.-b-Budget-b-: $100-b-Posted On-b-: May 18, 2023 04:07 UTC-b-Category-b-: 3D Modeling & Rendering-b-Skills-b-:3D Rendering,     3D Design,     3D Modeling,     Autodesk Maya,     3D Product Rendering,     Autodesk 3ds Max,     Photorealistic Rendering,     Adobe Photoshop-b-Country-b-: Hong Kong-a-click to apply",3D Photorealistic Modeling Rendering Expert - Upwork
"Looking for a virtual assistant available for 5 hrs&nbsp;&nbsp;( 9am- 2pm CST) Monday- Friday&nbsp;&nbsp;<br /><br />
Requirement <br /><br />
Strong portfolio demonstrating expertise in designing mockups, creating logos, and developing visually appealing graphics.<br /><br />
Proficiency in design software such as Adobe Photoshop<br /><br />
Familiarity with Etsy platform, including listing creation and management.<br /><br />
Excellent communication skills, both written and verbal.<br /><br />
Exceptional attention to detail and ability to meet deadlines.<br /><br />
Creative thinking and problem-solving skills.<br /><br />
Ability to work independently and collaboratively in a remote team environment.<br /><br />
Time management and organizational skills to prioritize tasks effectively.<br /><br /><b>Budget</b>: $120
<br /><b>Posted On</b>: May 18, 2023 04:04 UTC<br /><b>Category</b>: Graphic Design<br /><b>Skills</b>:Graphic Design,     Etsy Listing,     Adobe Photoshop    
<br /><b>Country</b>: United States
<br /><a href=""https://www.upwork.com/jobs/Graphic-design-Virtual-Assistant_%7E012bfdf0c355e0dfc7?source=rss"">click to apply</a>","Budget--: $120--Posted On--: May 18, 2023 04:04 UTC--Category--: Graphic Design--Skills--:Graphic Design,     Etsy Listing,     Adobe Photoshop--Country--: United States-click to apply",https://www.upwork.com/jobs/Graphic-design-Virtual-Assistant_~012bfdf0c355e0dfc7?source=rss,2023-05-18T04:04:27+00:00,https://www.upwork.com/jobs/Graphic-design-Virtual-Assistant_%7E012bfdf0c355e0dfc7?source=rss,"None-Looking for a virtual assistant available for 5 hrs  ( 9am- 2pm CST) Monday- Friday-br-Requirement-br-Strong portfolio demonstrating expertise in designing mockups, creating logos, and developing visually appealing graphics.-br-Proficiency in design software such as Adobe Photoshop-br-Familiarity with Etsy platform, including listing creation and management.-br-Excellent communication skills, both written and verbal.-br-Exceptional attention to detail and ability to meet deadlines.-br-Creative thinking and problem-solving skills.-br-Ability to work independently and collaboratively in a remote team environment.-br-Time management and organizational skills to prioritize tasks effectively.-b-Budget-b-: $120-b-Posted On-b-: May 18, 2023 04:04 UTC-b-Category-b-: Graphic Design-b-Skills-b-:Graphic Design,     Etsy Listing,     Adobe Photoshop-b-Country-b-: United States-a-click to apply",Graphic design Virtual Assistant - Upwork
"Hi Upworkers!<br /><br />
We need a detail-oriented perfectionist with advertising experience. If you&#039;re a creative mastermind, highly organised, reliable, and a team player, we want you! APJ region preferred.<br /><br />
Requirements:<br />
Extensive advertising experience as a graphic artist <br />
Strong portfolio showcasing diverse design work<br />
Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign)<br />
Meticulous attention to detail and a commitment to perfection<br />
Highly organised, reliable, and a team player<br /><br />
If you&#039;re talented and driven, we want to hear from you. Send us your proposal. <br /><br /><b>Hourly Range</b>: $25.00-$45.00

<br /><b>Posted On</b>: May 18, 2023 03:53 UTC<br /><b>Category</b>: Graphic Design<br /><b>Skills</b>:Advertising Design,     Layout Design,     Banner Ad Design,     Tech &amp; IT,     Web Design,     Adobe Photoshop,     Adobe Illustrator,     Social Media Imagery,     Adobe InDesign,     Graphic Design    
<br /><b>Country</b>: Singapore
<br /><a href=""https://www.upwork.com/jobs/Seeking-Senior-Graphic-Artist-Detail-Oriented-with-Advertising-Experience_%7E0115fa6ee6f5b219c8?source=rss"">click to apply</a>","Hourly Range--: $25.00-$45.00--Posted On--: May 18, 2023 03:53 UTC--Category--: Graphic Design--Skills--:Advertising Design,     Layout Design,     Banner Ad Design,     Tech & IT,     Web Design,     Adobe Photoshop,     Adobe Illustrator,     Social Media Imagery,     Adobe InDesign,     Graphic Design--Country--: Singapore-click to apply",https://www.upwork.com/jobs/Seeking-Senior-Graphic-Artist-Detail-Oriented-with-Advertising-Experience_~0115fa6ee6f5b219c8?source=rss,2023-05-18T03:53:35+00:00,https://www.upwork.com/jobs/Seeking-Senior-Graphic-Artist-Detail-Oriented-with-Advertising-Experience_%7E0115fa6ee6f5b219c8?source=rss,"None-Hi Upworkers!-br-We need a detail-oriented perfectionist with advertising experience. If you're a creative mastermind, highly organised, reliable, and a team player, we want you! APJ region preferred.-br-Requirements:-br-Extensive advertising experience as a graphic artist-br-Strong portfolio showcasing diverse design work-br-Proficiency in Adobe Creative Suite (Photoshop, Illustrator, InDesign)-br-Meticulous attention to detail and a commitment to perfection-br-Highly organised, reliable, and a team player-br-If you're talented and driven, we want to hear from you. Send us your proposal.-b-Hourly Range-b-: $25.00-$45.00-b-Posted On-b-: May 18, 2023 03:53 UTC-b-Category-b-: Graphic Design-b-Skills-b-:Advertising Design,     Layout Design,     Banner Ad Design,     Tech & IT,     Web Design,     Adobe Photoshop,     Adobe Illustrator,     Social Media Imagery,     Adobe InDesign,     Graphic Design-b-Country-b-: Singapore-a-click to apply",Seeking Senior Graphic Artist - Detail-Oriented with Advertising Experience - Upwork
"We are a game studio looking for a skilled WordPress developer and designer with experience in Adobe Illustrator and Photoshop. The project entails creating a new website for our game studio. The website should be visually appealing, user-friendly, and optimized for search engines. The website should showcase various game styles and provide information about our studio, team members, and upcoming projects.<br /><br />
The ideal candidate should be able to create custom designs and themes that align with our brand and style. They should be familiar with web design best practices, including responsive design, cross-browser compatibility, and website speed optimization. They should also have experience with WordPress plugins and integrations to enhance the website&#039;s functionality.<br /><br />
Please submit a proposal outlining your experience and how you can help us achieve our goals for this project. Additionally, please provide links to your past completed projects that showcase your skills in WordPress development and design, as well as Adobe Illustrator and Photoshop.<br /><br />
A portion of this job will include designing high quality game characters and game screens in various styles.<br /><br /><b>Budget</b>: $150
<br /><b>Posted On</b>: May 18, 2023 03:48 UTC<br /><b>Category</b>: Web Design<br /><b>Skills</b>:Game Design,     Adobe Illustrator,     Adobe Photoshop,     Web Design,     WordPress,     Web Development,     Graphic Design    
<br /><b>Country</b>: Canada
<br /><a href=""https://www.upwork.com/jobs/Wordpress-website-for-Game-Studio_%7E01fbfc82958dd751ff?source=rss"">click to apply</a>","Budget--: $150--Posted On--: May 18, 2023 03:48 UTC--Category--: Web Design--Skills--:Game Design,     Adobe Illustrator,     Adobe Photoshop,     Web Design,     WordPress,     Web Development,     Graphic Design--Country--: Canada-click to apply",https://www.upwork.com/jobs/Wordpress-website-for-Game-Studio_~01fbfc82958dd751ff?source=rss,2023-05-18T03:48:55+00:00,https://www.upwork.com/jobs/Wordpress-website-for-Game-Studio_%7E01fbfc82958dd751ff?source=rss,"None-We are a game studio looking for a skilled WordPress developer and designer with experience in Adobe Illustrator and Photoshop. The project entails creating a new website for our game studio. The website should be visually appealing, user-friendly, and optimized for search engines. The website should showcase various game styles and provide information about our studio, team members, and upcoming projects.-br-The ideal candidate should be able to create custom designs and themes that align with our brand and style. They should be familiar with web design best practices, including responsive design, cross-browser compatibility, and website speed optimization. They should also have experience with WordPress plugins and integrations to enhance the website's functionality.-br-Please submit a proposal outlining your experience and how you can help us achieve our goals for this project. Additionally, please provide links to your past completed projects that showcase your skills in WordPress development and design, as well as Adobe Illustrator and Photoshop.-br-A portion of this job will include designing high quality game characters and game screens in various styles.-b-Budget-b-: $150-b-Posted On-b-: May 18, 2023 03:48 UTC-b-Category-b-: Web Design-b-Skills-b-:Game Design,     Adobe Illustrator,     Adobe Photoshop,     Web Design,     WordPress,     Web Development,     Graphic Design-b-Country-b-: Canada-a-click to apply",Wordpress website for Game Studio - Upwork
"1. Context <br />
Heytrip was built to make the road trip more available, that is providing the most versatile solutions to help the ones who are about to hit the road with new participants, who are ready to make a difference in their lives but be enmeshed by the numerous options.<br />
As we go further, we attempt to extend the meaning of the &ldquo;Available&rdquo;, from the most easy-to-setup products to increasing the diversity of outdoor participants, allowing more people to try and stay outdoors. <br />
Our goals are to be the enlightener of the outdoor beginner, to be the first option for trips with friends and families, and to make going outdoors a simple decision.<br />
2. Objectives <br />
Commercial Use<br />
3. Target Audience <br />
Target Market: US <br />
Age Range: 25- 45yrs <br />
Gender: Male &amp;amp; Female <br />
Interest: Cycling, Climbing, Hiking<br />
4. Visual Approach <br />
We want to show the features of our camping tent and also how to use it. At the same time, we want to express a joyful, relaxing, cozy atmosphere. Expressing those outdoor activities that connect us to nature, to each other, and to the things that matter - which is what HEYTRIP really means to stand for.<br />
5. Key Messages about the product<br />
Slogan: Weigh Less, Carry More<br />
6. Model Requirement<br />
Cyclist(Mountain Climber)<br />
7. Model Requirement<br />
Mountain<br /><br /><b>Budget</b>: $200
<br /><b>Posted On</b>: May 18, 2023 03:43 UTC<br /><b>Category</b>: Videography<br /><b>Skills</b>:Product Photography,     Adobe Photoshop,     Graphic Design    
<br /><b>Country</b>: China
<br /><a href=""https://www.upwork.com/jobs/ONLY-Videography-for-Hydration-Backpack_%7E01861c2e8dbbaddb48?source=rss"">click to apply</a>","Budget--: $200--Posted On--: May 18, 2023 03:43 UTC--Category--: Videography--Skills--:Product Photography,     Adobe Photoshop,     Graphic Design--Country--: China-click to apply",https://www.upwork.com/jobs/ONLY-Videography-for-Hydration-Backpack_~01861c2e8dbbaddb48?source=rss,2023-05-18T03:43:08+00:00,https://www.upwork.com/jobs/ONLY-Videography-for-Hydration-Backpack_%7E01861c2e8dbbaddb48?source=rss,"None-1. Context-br-Heytrip was built to make the road trip more available, that is providing the most versatile solutions to help the ones who are about to hit the road with new participants, who are ready to make a difference in their lives but be enmeshed by the numerous options.-br-As we go further, we attempt to extend the meaning of the “Available”, from the most easy-to-setup products to increasing the diversity of outdoor participants, allowing more people to try and stay outdoors.-br-Our goals are to be the enlightener of the outdoor beginner, to be the first option for trips with friends and families, and to make going outdoors a simple decision.-br-2. Objectives-br-Commercial Use-br-3. Target Audience-br-Target Market: US-br-Age Range: 25- 45yrs-br-Gender: Male &amp; Female-br-Interest: Cycling, Climbing, Hiking-br-4. Visual Approach-br-We want to show the features of our camping tent and also how to use it. At the same time, we want to express a joyful, relaxing, cozy atmosphere. Expressing those outdoor activities that connect us to nature, to each other, and to the things that matter - which is what HEYTRIP really means to stand for.-br-5. Key Messages about the product-br-Slogan: Weigh Less, Carry More-br-6. Model Requirement-br-Cyclist(Mountain Climber)-br-7. Model Requirement-br-Mountain-b-Budget-b-: $200-b-Posted On-b-: May 18, 2023 03:43 UTC-b-Category-b-: Videography-b-Skills-b-:Product Photography,     Adobe Photoshop,     Graphic Design-b-Country-b-: China-a-click to apply",(US ONLY) Videography for Hydration Backpack - Upwork
"Looking for an experienced graphic designer. Must be familiar with fitness and lifestyle designs and what&#039;s going on in the industry. Please send me your portfolio! Looking for someone who can take on a project once or twice a month! Thank you! Have a good one!<br /><br /><b>Budget</b>: $60
<br /><b>Posted On</b>: May 18, 2023 03:42 UTC<br /><b>Category</b>: Graphic Design<br /><b>Skills</b>:Clothing,     Mission Style,     Minimalist,     Organic &amp; Natural Style    
<br /><b>Country</b>: United States
<br /><a href=""https://www.upwork.com/jobs/Experienced-shirt-designer_%7E01675ed5941586aed6?source=rss"">click to apply</a>","Budget--: $60--Posted On--: May 18, 2023 03:42 UTC--Category--: Graphic Design--Skills--:Clothing,     Mission Style,     Minimalist,     Organic & Natural Style--Country--: United States-click to apply",https://www.upwork.com/jobs/Experienced-shirt-designer_~01675ed5941586aed6?source=rss,2023-05-18T03:42:45+00:00,https://www.upwork.com/jobs/Experienced-shirt-designer_%7E01675ed5941586aed6?source=rss,"None-Looking for an experienced graphic designer. Must be familiar with fitness and lifestyle designs and what's going on in the industry. Please send me your portfolio! Looking for someone who can take on a project once or twice a month! Thank you! Have a good one!-b-Budget-b-: $60-b-Posted On-b-: May 18, 2023 03:42 UTC-b-Category-b-: Graphic Design-b-Skills-b-:Clothing,     Mission Style,     Minimalist,     Organic & Natural Style-b-Country-b-: United States-a-click to apply",Experienced T shirt designer - Upwork
"I am looking for a designer or illustrator to draw a old theatre movie poster type flyer for our upcoming theatre production. I have attached reference material for you to look over to see exactly what we are looking for in terms of skill.<br /><br /><b>Hourly Range</b>: $15.00-$50.00

<br /><b>Posted On</b>: May 18, 2023 02:54 UTC<br /><b>Category</b>: Graphic Design<br /><b>Skills</b>:Graphic Design,     Illustration,     Poster,     Adobe Illustrator    
<br /><b>Country</b>: Australia
<br /><a href=""https://www.upwork.com/jobs/Graphic-Designer-Wanted-for-Old-Movie-Theatre-Poster-type-Job_%7E01ac80e95775dc1155?source=rss"">click to apply</a>","Hourly Range--: $15.00-$50.00--Posted On--: May 18, 2023 02:54 UTC--Category--: Graphic Design--Skills--:Graphic Design,     Illustration,     Poster,     Adobe Illustrator--Country--: Australia-click to apply",https://www.upwork.com/jobs/Graphic-Designer-Wanted-for-Old-Movie-Theatre-Poster-type-Job_~01ac80e95775dc1155?source=rss,2023-05-18T02:54:37+00:00,https://www.upwork.com/jobs/Graphic-Designer-Wanted-for-Old-Movie-Theatre-Poster-type-Job_%7E01ac80e95775dc1155?source=rss,"None-I am looking for a designer or illustrator to draw a old theatre movie poster type flyer for our upcoming theatre production. I have attached reference material for you to look over to see exactly what we are looking for in terms of skill.-b-Hourly Range-b-: $15.00-$50.00-b-Posted On-b-: May 18, 2023 02:54 UTC-b-Category-b-: Graphic Design-b-Skills-b-:Graphic Design,     Illustration,     Poster,     Adobe Illustrator-b-Country-b-: Australia-a-click to apply",Graphic Designer Wanted for Old Movie Theatre Poster type Job - Upwork
"I am looking for a flyer that promotes my construction business.&nbsp;&nbsp;This fly can be used for print marketing to be placed in mailboxes, while the digital version can be shared on social sites.&nbsp;&nbsp;Preferable size could be around 5&#039;&#039;x7&#039;&#039;.<br /><br />
Who we are / what we do:<br />
We are a general contractor and builder in Seattle WA that focuses on residential construction including remodeling renovations like kitchens and bathrooms.&nbsp;&nbsp;&nbsp;This includes new cabinetry, floors, countertops and fixtures. <br /><br />
We do additions and new ground up home construction.&nbsp;&nbsp;We also do landscape construction including decks, pergolas.<br /><br />
The flyer would have some imagery that relates to the work we do.&nbsp;&nbsp;It would be simple, clean and friendly.<br /><br /><br /><br /><b>Hourly Range</b>: $30.00-$50.00

<br /><b>Posted On</b>: May 18, 2023 02:40 UTC<br /><b>Category</b>: Graphic Design<br /><b>Skills</b>:Social Media Imagery,     Brochure Design,     Graphic Design,     Advertising,     Adobe Photoshop,     Print Design,     Layout Design,     Brochure    
<br /><b>Location Requirement</b>: Only freelancers located in the United States may apply.
<br /><b>Country</b>: United States
<br /><a href=""https://www.upwork.com/jobs/Advertising-Flyer-for-Construction-Company_%7E015dbb40a508992043?source=rss"">click to apply</a>","Hourly Range--: $30.00-$50.00--Posted On--: May 18, 2023 02:40 UTC--Category--: Graphic Design--Skills--:Social Media Imagery,     Brochure Design,     Graphic Design,     Advertising,     Adobe Photoshop,     Print Design,     Layout Design,     Brochure--Location Requirement--: Only freelancers located in the United States may apply.--Country--: United States-click to apply",https://www.upwork.com/jobs/Advertising-Flyer-for-Construction-Company_~015dbb40a508992043?source=rss,2023-05-18T02:40:13+00:00,https://www.upwork.com/jobs/Advertising-Flyer-for-Construction-Company_%7E015dbb40a508992043?source=rss,"None-I am looking for a flyer that promotes my construction business.  This fly can be used for print marketing to be placed in mailboxes, while the digital version can be shared on social sites.  Preferable size could be around 5''x7''.-br-Who we are / what we do:-br-We are a general contractor and builder in Seattle WA that focuses on residential construction including remodeling renovations like kitchens and bathrooms.   This includes new cabinetry, floors, countertops and fixtures.-br-We do additions and new ground up home construction.  We also do landscape construction including decks, pergolas.-br-The flyer would have some imagery that relates to the work we do.  It would be simple, clean and friendly.-b-Hourly Range-b-: $30.00-$50.00-b-Posted On-b-: May 18, 2023 02:40 UTC-b-Category-b-: Graphic Design-b-Skills-b-:Social Media Imagery,     Brochure Design,     Graphic Design,     Advertising,     Adobe Photoshop,     Print Design,     Layout Design,     Brochure-b-Location Requirement-b-: Only freelancers located in the United States may apply.-b-Country-b-: United States-a-click to apply",Advertising Flyer for Construction Company - Upwork
"We have an existing design we want to discuss and possible redesign for our Product Landing page...New pages will be for the Home and Solutions Pages.<br /><br />
A rough draft of the existing which is laid out in PSD (PNG version is attached) ...we want to discuss a new design, add images and content want swap out several scenes that are in the draft. <br /><br />
We would like a 3-4 day turnaround...but are open to extending that slightly for the right partner.&nbsp;&nbsp;&nbsp;<br /><br />
Please bid fairly as we have&nbsp;&nbsp;two added sites being developed&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br /><br /><b>Hourly Range</b>: $30.00-$80.00

<br /><b>Posted On</b>: May 18, 2023 01:37 UTC<br /><b>Category</b>: Web Design<br /><b>Skills</b>:Sketch,     Elementor,     Figma,     Adobe Photoshop,     Graphic Design,     Web Design,     Adobe Illustrator    
<br /><b>Country</b>: United States
<br /><a href=""https://www.upwork.com/jobs/Creative-Web-Designer-Redesign-Landing-Create-Home-Solutions-Pages-Ready-Begin_%7E01d23d2abbf6fa980d?source=rss"">click to apply</a>","Hourly Range--: $30.00-$80.00--Posted On--: May 18, 2023 01:37 UTC--Category--: Web Design--Skills--:Sketch,     Elementor,     Figma,     Adobe Photoshop,     Graphic Design,     Web Design,     Adobe Illustrator--Country--: United States-click to apply",https://www.upwork.com/jobs/Creative-Web-Designer-Redesign-Landing-Create-Home-Solutions-Pages-Ready-Begin_~01d23d2abbf6fa980d?source=rss,2023-05-18T01:37:04+00:00,https://www.upwork.com/jobs/Creative-Web-Designer-Redesign-Landing-Create-Home-Solutions-Pages-Ready-Begin_%7E01d23d2abbf6fa980d?source=rss,"None-We have an existing design we want to discuss and possible redesign for our Product Landing page...New pages will be for the Home and Solutions Pages.-br-A rough draft of the existing which is laid out in PSD (PNG version is attached) ...we want to discuss a new design, add images and content want swap out several scenes that are in the draft.-br-We would like a 3-4 day turnaround...but are open to extending that slightly for the right partner.-br-Please bid fairly as we have  two added sites being developed-b-Hourly Range-b-: $30.00-$80.00-b-Posted On-b-: May 18, 2023 01:37 UTC-b-Category-b-: Web Design-b-Skills-b-:Sketch,     Elementor,     Figma,     Adobe Photoshop,     Graphic Design,     Web Design,     Adobe Illustrator-b-Country-b-: United States-a-click to apply",Creative Web Designer To Redesign Landing + Create Home /Solutions Pages...Ready To Begin  - Upwork
"We have an existing design we want to discuss and possible redesign for our Product Landing page...New pages will be for the Home and Solutions Pages.<br /><br />
A rough draft of the existing which is laid out in PSD (PNG version is attached) ...we want to discuss a new design, add images and content want swap out several scenes that are in the draft. <br /><br />
We would like a 3-4 day turnaround...but are open to extending that slightly for the right partner.&nbsp;&nbsp;&nbsp;<br /><br />
Please bid fairly as we have&nbsp;&nbsp;two added sites being developed&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br /><br /><b>Hourly Range</b>: $30.00-$80.00

<br /><b>Posted On</b>: May 18, 2023 01:35 UTC<br /><b>Category</b>: Web Design<br /><b>Skills</b>:Sketch,     Elementor,     Figma,     Adobe Photoshop,     Graphic Design,     Web Design,     Adobe Illustrator    
<br /><b>Location Requirement</b>: Only freelancers located in the United States may apply.
<br /><b>Country</b>: United States
<br /><a href=""https://www.upwork.com/jobs/Creative-Web-Designer-Redesign-Landing-Create-Home-Solutions-Pages-Ready-Begin_%7E0143fc37c0a8858de6?source=rss"">click to apply</a>","Hourly Range--: $30.00-$80.00--Posted On--: May 18, 2023 01:35 UTC--Category--: Web Design--Skills--:Sketch,     Elementor,     Figma,     Adobe Photoshop,     Graphic Design,     Web Design,     Adobe Illustrator--Location Requirement--: Only freelancers located in the United States may apply.--Country--: United States-click to apply",https://www.upwork.com/jobs/Creative-Web-Designer-Redesign-Landing-Create-Home-Solutions-Pages-Ready-Begin_~0143fc37c0a8858de6?source=rss,2023-05-18T01:35:06+00:00,https://www.upwork.com/jobs/Creative-Web-Designer-Redesign-Landing-Create-Home-Solutions-Pages-Ready-Begin_%7E0143fc37c0a8858de6?source=rss,"None-We have an existing design we want to discuss and possible redesign for our Product Landing page...New pages will be for the Home and Solutions Pages.-br-A rough draft of the existing which is laid out in PSD (PNG version is attached) ...we want to discuss a new design, add images and content want swap out several scenes that are in the draft.-br-We would like a 3-4 day turnaround...but are open to extending that slightly for the right partner.-br-Please bid fairly as we have  two added sites being developed-b-Hourly Range-b-: $30.00-$80.00-b-Posted On-b-: May 18, 2023 01:35 UTC-b-Category-b-: Web Design-b-Skills-b-:Sketch,     Elementor,     Figma,     Adobe Photoshop,     Graphic Design,     Web Design,     Adobe Illustrator-b-Location Requirement-b-: Only freelancers located in the United States may apply.-b-Country-b-: United States-a-click to apply",Creative Web Designer To Redesign Landing + Create Home /Solutions Pages...Ready To Begin  - Upwork
